"","subnum","exfit_ahip_run1","exfit_ahip_run2","exfit_ahip_run3","exfit_ahip_run4","exfit_ahip_avg","protfit_ahip_run1","protfit_ahip_run2","protfit_ahip_run3","protfit_ahip_run4","protfit_ahip_avg","exfit_mofc_run1","exfit_mofc_run2","exfit_mofc_run3","exfit_mofc_run4","exfit_mofc_avg","protfit_mofc_run1","protfit_mofc_run2","protfit_mofc_run3","protfit_mofc_run4","protfit_mofc_avg","exfit_phip_run1","exfit_phip_run2","exfit_phip_run3","exfit_phip_run4","exfit_phip_avg","protfit_phip_run1","protfit_phip_run2","protfit_phip_run3","protfit_phip_run4","protfit_phip_avg"
"1",201,0.242314048982679,-0.778909874194127,0.26590148768737,0.129285944028974,-0.0353520983737761,0.0528105954642094,0.287521849025695,0.130882584321464,-0.593066549088125,-0.030462880069189,0.103982203513071,-0.831048485466685,0.597937201158863,0.362736479018119,0.0584018495558419,0.394149795576809,-0.0323261202882609,-0.354051134546667,-0.679627660713988,-0.167963779993027,0.216530014264223,-0.441989562041591,0.315266937149922,-0.102038308280775,-0.00305772972705537,0.322034914685984,0.0848442365660636,-0.0345199468604622,-0.461415539487511,-0.0222640837739814
"2",202,-0.279645591440496,0.567002811426343,-0.656904531334664,-1.32322772359354,-0.42319375873559,-0.136608356270578,-0.326189068456105,-0.0124752520234398,0.393529388009766,-0.0204358221850891,-0.289810703999587,0.403827703526839,0.12557858705924,-0.616113078819474,-0.0941293730582455,-0.0111660129649752,-0.208302690992998,0.249023743895872,-0.143201987498973,-0.0284117368902683,-0.576428924306711,0.246659789109541,-0.263440884813557,-1.02139858903211,-0.403652152260709,-0.559399901628347,-0.30470080382856,-0.133008669043759,0.248965413424594,-0.187035990269018
"3",203,-0.807168505218449,-0.378689449857233,-0.0637181913771483,-0.0348311485859782,-0.321101823759702,-0.325039475895669,-0.589197228561374,0.153836058263934,-0.127422351263388,-0.221955749364124,-0.349243998495994,-1.08543992437466,0.517669686096675,0.368577652732149,-0.137109146010458,-0.153324895632663,-1.06067526022499,0.0661773302040814,-0.60662413723307,-0.438611740721661,-0.467557919896272,-0.563497453164915,-0.11361348446764,-0.109064480815247,-0.313433334586019,-0.364276536634479,-0.559619831978791,0.0045055811011209,-0.219078309235559,-0.284617274186927
"4",204,0.00251476511116466,-0.691810161027791,-0.0200697787670831,0.245136096168376,-0.116057269628833,0.583428631330812,0.787543403930527,-0.148301014453044,-0.0575329879424201,0.291284508216469,-0.387108225599126,-0.548559756614909,-0.379667766034883,0.483390929247382,-0.207986204750384,0.634829308005371,0.487619017639021,-0.576328539439184,-0.367878745563135,0.044560260160518,-0.497516447128803,-0.244643246447851,-0.133835356533921,-0.122113310593161,-0.249527090175934,0.460478864171925,0.533178425863803,-0.121284281735321,-0.739682719144559,0.0331725722889619
"5",205,-0.360534221685445,-0.0984910950060126,0.636540696440271,0.479032275970878,0.164136913929923,0.333520273670645,-0.722137999099619,0.0332459249302743,-0.208602040262393,-0.140993460190273,-0.0682941330541439,-0.143077946955497,0.708731540111655,0.213947175955621,0.177826659014409,0.400252724394444,-0.291909404573557,-0.00939834109482356,0.289581913352332,0.0971317230195989,-0.525650654893297,0.0755371534505169,0.485701295028617,0.117934965168697,0.0383806896886334,0.634123220161528,-0.327711465210849,0.139938749391043,0.215326648486615,0.165419288207084
"6",206,0.0793572047361132,0.301847810817415,1.07382188541957,-1.09903028803189,0.0889991532353026,0.00286573385072255,0.936892554326447,-0.0504272562110236,0.252312803376728,0.285410958835718,-0.131972543960176,0.531292492271353,1.19864050590023,-1.26715633755227,0.0827010291647856,0.328586482318104,1.13366378367983,0.42650309607567,0.288676526201362,0.544357472068742,-0.0878872317923674,-0.0837876031690757,0.857479170975649,-0.848467777964302,-0.040665860487524,0.0452139481782376,0.642479379920557,0.236012666003382,-0.327175187176623,0.149132701731388
"7",207,0.286135754693887,-0.147512404221122,0.216552502800455,-0.152215554881369,0.0507400745979627,-0.252429950099807,0.313101726688433,0.282305163989217,0.114297413805103,0.114318588595737,0.175743698877641,-0.202673445918178,-0.0927978464024997,-0.566648721626454,-0.171594078767372,-0.187166388316978,0.435148947280248,-0.143183002188779,0.660125387721186,0.191231236123919,-0.0359677691085294,-0.198814939700556,0.502181823781208,-1.05835867184661,-0.197739889218621,0.15873383303922,0.20829165500467,-0.155308727543831,0.842829286267347,0.263636511691851
"8",208,1.14041389652352,0.801705877323007,0.482321246537448,-0.329103509736396,0.523834377661895,-0.891487705635302,-0.234375251304608,-0.593843080603784,-0.0415430848532871,-0.440312280599245,0.691669313059328,0.517972305281658,0.0456252833751816,-0.511897417464755,0.185842371062853,-0.520645361281543,0.000311225107688468,0.074668560950006,-0.0817579679293059,-0.131855885788289,0.476575393029268,1.08360768983064,0.397074131664378,-0.209302669995345,0.436988636132235,-0.706454910922597,-0.452875725492156,-0.817564128477686,-0.362520111787574,-0.584853719170003
"9",209,-0.837488750487309,0.236783589584403,0.118740357966879,-0.186701239267683,-0.167166510550927,0.768611251403698,-0.21505580848993,-0.643466086891316,-0.0820005608577731,-0.0429778012088301,-0.678619032210835,-0.311521278160339,-0.194634962156097,-0.10595744042348,-0.322683178237688,0.322817545146172,0.140634160313911,-0.525392614089104,0.415752816743841,0.088452977028705,-0.236389280989976,0.445495128038707,0.374515783019202,0.0441355366551617,0.156939291680774,-0.17688407419114,-0.599068115035137,-0.441932629184116,-0.0305091916397271,-0.31209850251253
"10",210,-0.726468775384735,0.153511147265572,0.705724583396784,0.226717198134553,0.0898710383530433,0.449499246209163,0.478071487881552,0.332255775162527,0.865510411501993,0.531334230188809,-0.931682529987062,0.35337514167769,0.136955612680587,-0.000881974645809346,-0.110558437568649,0.81181397581112,-0.352515321389621,0.229682509468209,0.771844334714442,0.365206374651037,-1.02488754108758,0.187537310582267,0.529380586439671,-0.355364019727816,-0.165833415948364,0.696871397354602,-0.0826040519792599,0.0883626860553405,0.897830829727685,0.400115215289592
